Date,Group_ID,Observer_ID,Focal_type,focal ID,Time of arrival,Focal start time,Visibility,Focal activity start time,Activity,Species of tree,What part being eaten?,Part of fruit eaten,Seed eating activity,Tree number,Tree canopy height,Feeding start time,Feeding end time,Start time feeding rate,End time feeding rate,Amount eaten,Comments
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.374305555555497,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kelompok masih berjalan, terdengar suara sosial calling duet dari kelompok lebih timur dan sosial calling duet dari kelompok selatan (Pribon) di jam 09:50 WIB"
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.381249999999937,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Kelompok tidak terlalu jelas untuk pergerakannya tetapi kelompok istirahat di pohon Nyato puntik, antara individu kemungkinan memiliki jarak jauh sekitar 5 meter per-individu, arah pergerakan kelompok ke transek BG/D"
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.381944444444381,F,Nyato puntik,fl,NA,NA,NA,atas,NA,NA,NA,NA,NA,Sulit mengambil feeding rate jarak pengamat dan kelompok terlalu jauh
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.387499999999933,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Kelompok masih terdapat di pohon Nyato puntik
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.397916666666593,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.409722222222141,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tutup kabali, terlihat 3 sampai 4 individu dalam satu kelompok"
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.412499999999917,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.419444444444357,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beristirahat sebentar, kemudian berjalan kembali"
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.420138888888801,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terdapat 2 individu yang terlihat oleh pengamat, pergerakannya sangat cepat, pengamat tertinggal kelompok gibbon"
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.428472222222129,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pakan
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.429166666666573,F,Pakan,fl,NA,NA,NA,atas,NA,NA,NA,NA,NA,terdapat sisa makan bunga pakan oleh kelompok gibbon yang diikuti
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,1.0,0.446527777777673,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,0.0,0.473611111110989,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keberadaan kelompok sudah tidak terlihat oleh pengamat, pengamat mencoba mencari pergerakan lainnya"
45682.0,NA,Rama,FL,Scan,0.33749999999999997,0.33749999999999997,0.0,0.4791666666666667,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kelompok BG-TM-JH dinyatakan lost di BG-1100
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.38819444444444445,S,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Jumpa Ewat di pohon Bengaris BT-800, Cuaca cerah berawan dan transeck digenangi air gambut"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.38958333333333334,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Selesai sosial calling duet, Ewat berjalan cepat"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.401388888888813,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.406944444444365,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.408333333333253,F,Akar kamunda,yl,NA,NA,NA,atas,0.4083333333,0.4097222222,NA,NA,NA,"Ewat makan daun akar kamunda di pohon Gandis, sulit mengambil feeding rate tertutup tajuk sekitar pohon"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.409722222222141,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sesekali mengeluarkan suara
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.413194444444361,F,Kamuning,yl,sem,NA,NA,atas,0.4131944444,0.4152777778,0.4131944444444444,0.41388888888888886,6.0,Ewat makan dengan cara menarik cabang kemuning kemudian memetik sekaligus 1 sampai 3 daun muda
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.4152777777777778,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Selesai makan, Ewat beristirahat dengan menggantung di Akar kamunda"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.4166666666666667,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.423611111111021,F,Akar kecil,veg,NA,NA,NA,atas,0.4236111111,0.4263888889,NA,NA,NA,Lalas
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.426388888888797,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Selesai makan di pohon Lalas, Ewat beristirahat dengan posisi gantung di pohon Meranti"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.427777777777685,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.429861111111017,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Tarantang
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.434027777777681,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,0.0,0.438888888888789,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pergerakan individu tidak diketahui peneliti
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.444444444444341,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti daun kecil
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.447222222222117,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.451388888888781,F,Unknown 1,NA,other- see notes,NA,NA,atas,0.4513888889,0.45625,NA,NA,NA,"Tidak diketahui jenis makannya apa, sulit melihat keberadaan individu karena pohon sangat rimbun"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.456249999999889,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.458333333333221,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Tatumbu putih
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.459722222222109,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.461805555555441,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Manggis hutan daun kecil (MHDK)
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.463194444444329,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.466666666666549,F,Unknown 2,yl,NA,NA,NA,atas,0.4666666667,0.4680555556,NA,NA,NA,"Ewat makan akar seperti daun muda dan sulur tapi belum diketahui jenisnya, video ada di kamera"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.468055555555437,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.474999999999877,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.476388888888765,F,Akar kamunda,yl,NA,NA,NA,atas,0.4763888889,0.4777777778,0.47638888888888886,0.47708333333333336,3.0,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.477777777777653,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.484722222222093,F,Akar pari pari,fr/M,dg,telan semua,NA,atas,0.4847222222,0.4888888889,0.4847222222222222,0.48541666666666666,1.0,"Manggis hutan daun besar (MHDB), sesekali mengeluarkan suara"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.488888888888757,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.492361111110977,F,Akar kalanis,yl,NA,NA,NA,atas,0.4923611111,0.49375,0.49236111111111114,0.4930555555555556,30.0,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.493749999999865,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.496527777777641,F,Pantung,yl,NA,NA,NA,atas,0.4965277778,0.4979166667,0.4965277777777778,0.49722222222222223,3.0,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.497916666666529,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.499305555555417,F,Akar kamunda,yl,NA,NA,NA,atas,0.4993055556,0.5006944444,0.49930555555555556,0.5,7.0,Akar kamunda di pohon Rahanjang Bawi
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.500694444444305,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.507638888888745,F,sp 1,yl,NA,NA,NA,atas,0.5076388889,0.5125,NA,NA,NA,"Sulit mengambil feeding rate karena tertutup dedaunan dari akar, jenis tidak diketahui oleh peneliti"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.512499999999853,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.514583333333185,F,Pahakung,yl,NA,NA,NA,atas,0.5145833333,0.5159722222,0.5145833333333333,0.5152777777777778,2.0,Ewat memetik daun pahakung muda kemudian dibawa ke pohon lainnya untuk dimakan
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.515972222222073,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.518749999999849,F,Akar kamunda,yl,NA,NA,NA,atas,0.51875,0.5201388889,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.520138888888737,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.521527777777625,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Ewat urinasi dan defekasi di pohon Mahawai
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.526388888888733,F,Sp 2,yl,NA,NA,NA,atas,0.5263888889,0.5277777778,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.527777777777621,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Defekasi di pohon Rasak bukit dan kembali berjalan, kemudian mencoba atau try feeding akar kamunda sekali"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.531944444444285,F,Kamuning,yl,NA,NA,NA,atas,0.5319444444,0.5416666667,0.5319444444444444,0.5326388888888889,29.0,Terlihat Ewat makan daun muda kamuning (berukuran sangat kecil) memetik satu persatu dan langsung memasukannya ke mulut
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.541666666666501,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.545833333333165,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Hangkang, Cuaca menjadi berawan"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.547222222222053,F,Lunuk besar lonjong merah,fr/M,dg+kul,meludah,NA,atas,0.5472222222,0.5493055556,0.5472222222222223,0.5479166666666667,2.0,Ewat makan lunuk di pohon Hangkang
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,2.0,0.549305555555385,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.550694444444273,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Lalas, terlihat Rawit menghampiri Ewat dan Rawit kembali berjalan"
45682.0,Pribon,"Tasya, Herman",FN,Ewat,0.38819444444444445,0.38819444444444445,1.0,0.604166666666461,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pohon tidur sore Ewat di pohon Lalas KS/D
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,0.0,0.215277777777778,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampai pohon tidur pagi Ewat dipohon Kayu lalas D-300
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.229166666666666,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ewat keluar dari pohon tidur (Kayu lalas), cuaca berawan"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.23125,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.235416666666666,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.239583333333333,F,Pakan,fr/M,dg,meludah,NA,atas,0.2395833333,0.2465277778,NA,NA,NA,"Makan buah matang pakan, sulit mengambil feeding rate karena inidvidu berada pada puncak tajuk pohon Pakan, cuaca sedikit gelap (mendung)"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.246527777777777,S,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Selesai makan, terlihat individu melakukan sosial calling duet (Svoc duet) di pohon Pakan"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.252777777777777,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Selesai sosial calling duet (Svoc duet), Beristirahat di pohon yang sama (Pakan)"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.254166666666666,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.258333333333333,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.261805555555555,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.263194444444444,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.2659722222222222,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.267361111111111,F,Nyato puntik,yl,NA,NA,NA,atas,0.2673611111,0.2743055556,NA,NA,NA,"Pucuk nyato puntik yang berwarna merah muda, tidak bisa mengambil feeding rate tertutup batang dan tajuk daun pohon lainnya"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.274305555555556,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.275694444444444,S,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Sosial calling duet (Svoc duet) kembali di pohon Bengaris
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.283333333333333,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Setelah Svoc duet, Ewat istirahat dengan posisi duudk di pohon Bengaris"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.287499999999997,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.290277777777773,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.295833333333325,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.297222222222213,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Kajalaki
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.303472222222209,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.308333333333317,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pakan
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.314583333333313,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.318055555555533,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Lewang
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.319444444444421,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.322222222222197,F,Pakan,fr/u,sd+dg,telan semua,NA,atas,0.3222222222,0.3236111111,0.32222222222222224,0.3229166666666667,1.0,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.3236111111111111,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Selesai makan, Individu tetap berada di pohon Pakan untuk istirahat (duduk)"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.329861111111081,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.335416666666633,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.346527777777737,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.349305555555513,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Balawan punai
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.357638888888841,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.362499999999949,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Lewang
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.365277777777725,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.366666666666613,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Defekasi di Akar kamunda dengan posisi gantung
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.367361111111057,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.369444444444389,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mangkinang blawau
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.372916666666609,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.377083333333273,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.381249999999937,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.384027777777713,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Rahanjang bawi, cuaca kembali cerah berawan"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.386805555555489,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.388888888888821,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pantung
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.402083333333257,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.404166666666589,F,Lunuk besar,fr/M,sem,telan semua,NA,atas,0.4041666667,0.4159722222,0.40902777777777777,0.40972222222222227,15.0,Lunuk besar di Transek Tim api B
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.4076388888888889,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.415972222222137,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Tagula daun besar, urinasi"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.416666666666581,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuaca berawan
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.425694444444353,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,Meranti daun kecil
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.429861111111017,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berjalan sedikit dari pohon Meranti ke arah Kanal Tim Api
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.430555555555461,F,Akar kamunda,NA,NA,NA,NA,atas,0.4305555556,0.4326388889,NA,NA,NA,"Akar kamunda di pinggiran kanal Tim api, tidak dapat mengambil feeding rate karena individu tertutup akar, cuaca mengelap kembali (mendung)"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.432638888888793,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,1.0,0.434027777777681,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Mipa, cuaca mendung dan mulai berangin"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.437499999999901,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.439583333333233,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Mipa, cuaca hujan deras"
45683.0,Pribon,"Rahadi, Radi",NL,Ewat,0.2152777777777778,0.22916666666666666,2.0,0.440972222222121,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
