date,group_id,observer_id,focal_type,focal_id,time_of_arrival,focal_start_time,visibility,focal_activity_start_time,activity,species_of_tree,what_part_being_eaten,part_of_fruit_eaten,seed_eating_activity,tree_number,tree_canopy_height,feeding_start_time,feeding_end_time,start_time_feeding_rate,end_time_feeding_rate,amount_eaten,comments
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:25:00Z,F,Akar kamunda,yl,NA,NA,NA,tengah,2025-01-27T09:24:59Z,2025-01-27T09:27:59Z,2025-01-27T09:25:00Z,2025-01-27T09:26:00Z,8,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:28:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T09:30:00Z,F,Sp 2 (Magnoliopsida),fr?,sem,telan semua,NA,atas,2025-01-27T09:29:59Z,2025-01-27T09:31:59Z,NA,NA,NA,"Jenis tidak diketahui peneliti, buah yang sama dimakan di hari sebelumnya berbentuk bulat, bagian tengah buah sedikit meruncing dan masuk kedalam kelas magnoliopsida (Dikotil)"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:32:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:34:00Z,F,Kayu sapat,yl,NA,NA,NA,atas,2025-01-27T09:33:59Z,2025-01-27T09:36:00Z,2025-01-27T09:34:00Z,2025-01-27T09:35:00Z,7,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:36:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:38:00Z,F,Lunuk kecil,fr/u,sem,NA,NA,atas,2025-01-27T09:38:00Z,2025-01-27T09:45:00Z,NA,NA,NA,"Rawit memakan buah lunuk kecil sekali dan berwarna hijau bulat, sulit mengambil feeding rate karena rawit langsung menrik cabang kemulutnya tidak diketahui berpaa banyak yg masuk ke mulut"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:45:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:48:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Papung, Defekasi"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:50:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:52:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Rasak bukit
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T09:54:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T10:02:00Z,F,Mipa,yl,NA,NA,NA,atas,2025-01-27T10:02:00Z,2025-01-27T10:05:00Z,NA,NA,NA,Sulit mengambil feeding rate tertutup tajuk dan akar di pohon Mipa
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T10:05:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T10:07:00Z,F,Akar sp 2,veg,NA,NA,NA,atas,2025-01-27T10:07:00Z,2025-01-27T10:09:59Z,NA,NA,NA,Hangkang
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T10:10:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T10:12:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Meranti daun besar, sesekali mengeluarkan suara kecil (seperti untuk memanggil anggota kelompok lainnya)"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T10:14:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T10:16:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Meranti daun lebar, Ewit terlihat menghampiri Rawit"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T10:20:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T10:29:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Hangkang, sesekali Rawit mengeluarkan suara"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T10:37:00Z,F,Lunuk papat,fr/Mu,NA,telan semua,NA,atas,2025-01-27T10:36:59Z,2025-01-27T10:47:00Z,2025-01-27T10:38:00Z,2025-01-27T10:39:00Z,3,Lunuk papat di pohon Hangkang
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T10:47:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Sudah berhenti pergerakan seperti makan dari pohon Hangkang
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:00:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:02:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti daun kecil
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T11:08:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rawit berjalan kearah jalan pintas melewati kanal Tim api, dan kemudian masuk kembali"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:21:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Papung, berpindah ke kajalaki"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:25:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:27:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:30:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T11:36:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:45:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mahawai
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:47:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:50:00Z,F,Akar kamunda,yl,NA,NA,NA,atas,2025-01-27T11:50:00Z,2025-01-27T11:57:59Z,NA,NA,NA,"Akar kamunda di pohon Tumih, tidak bisa mengambil feeding rate tertutup tajuk disekitar pohon Tumih"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T11:58:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:00:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mhdb
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:03:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:05:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Rahanjang batu
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:13:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,1,2025-01-27T12:15:00Z,F,Unknown,fr?,NA,NA,NA,atas,2025-01-27T12:15:00Z,2025-01-27T12:17:00Z,NA,NA,NA,"Sulit melihat Rawit makan dan tidak diketahui makan jenis maupun bagian apa, Pohon sangat tertutup oleh akar"
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:17:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:20:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:33:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:39:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mhdb
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:43:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:46:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Kajalaki
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:48:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T12:51:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Rawit masuk ke pohon Enyak beruk dan mengambil posisi duduk
2025-01-27,Pribon,"Tasya, Herman",NN,Rawit,2025-01-27T04:46:00Z,2025-01-27T05:40:00Z,2,2025-01-27T14:00:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Pt sore Rawit di pohon Enyak beruk RD/D
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,0,2025-01-28T05:10:00Z,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampai pohon tidur pagi Ewat di pohon Meranti daun kecil RD-250
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T05:27:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ewat keluar pohon tidur dengan melompat ke pohon lainnya
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,1,2025-01-28T05:35:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Meranti daun kecil, Defekasi(Sampel terkoleksi) dan urinasi, Cuaca berawan"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T05:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T05:50:00Z,F,Akar kamunda,yl,NA,NA,NA,bawah,2025-01-28T05:50:00Z,2025-01-28T05:51:59Z,2025-01-28T05:51:00Z,2025-01-28T05:52:00Z,9,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T05:52:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T05:58:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Tutup kabali
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T06:01:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,1,2025-01-28T06:03:00Z,F,Lunuk besar,fr/M,sem,telan semua,NA,atas,2025-01-28T06:02:59Z,2025-01-28T06:08:00Z,NA,NA,NA,Lunuk besar
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T06:08:00Z,R,NA,NA,NA,NA,NA,tengah,NA,NA,NA,NA,NA,"Selesai makan, Ewat beristirahat di Lunuk besar"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T06:22:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T06:35:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T06:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T06:46:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Manggis hutan daun besar (MHDB)
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T06:48:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,1,2025-01-28T06:56:00Z,F,Lunuk beringin,fr/u,sem,telan semua,NA,atas,2025-01-28T06:56:00Z,2025-01-28T07:39:59Z,NA,NA,NA,Tidak dapat melakukan feeding rate karena terhalang tajuk
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T07:40:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T07:43:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti daun kecil
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T07:55:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuaca berubah menjadi sedikit mengelap (Mendung)
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T07:57:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Papung
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:00:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:03:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Papung, Ewat beristirahat dengan posisi duduk kemudian defekasi"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:07:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:13:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mahadingan
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:20:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:25:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Meranti daun kecil
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:35:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:45:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mahadingan
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:53:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T08:56:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Hangkang, Cuaca berawan"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:06:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:14:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Hangkang
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:17:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:20:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Mangkinang blawau
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:29:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:30:00Z,F,Anggrek bawang merah,pith,NA,NA,NA,atas,2025-01-28T09:29:59Z,2025-01-28T09:31:59Z,2025-01-28T09:30:00Z,2025-01-28T09:31:00Z,2,Anggrek bawang merah di pohon pantung
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:32:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:34:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Lunuk beringin, Urinasi di jam 09:38 (Sampel terkoleksi) tetapi hanya sedikit karena sebagian urin jatuh ke tanah"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T09:50:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,1,2025-01-28T09:54:00Z,F,Akar kamunda,veg,NA,NA,NA,atas,2025-01-28T09:54:00Z,2025-01-28T10:36:00Z,2025-01-28T09:56:00Z,2025-01-28T09:57:00Z,6,"Akar kamunda di pohon lalas, Cuaca kembali mendung"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T10:36:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T10:43:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Hangkang, Cuaca sedikit berawan"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T10:50:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T10:51:00Z,F,Nyato puntik,fr/Mu,dg+kul,meludah,NA,atas,2025-01-28T10:50:59Z,2025-01-28T10:56:00Z,NA,NA,NA,"Individu memilih buah setengah matang dan menjatuhkan bekasnya yang keras, Tidak bisa mengambil feeding rate tertutup tajuk pohon lainnya"
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T10:56:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,1,2025-01-28T11:00:00Z,F,Pakan,fr/Mu,dg,meludah,NA,atas,2025-01-28T10:59:59Z,2025-01-28T11:08:59Z,NA,NA,NA,Sulit mengambil feeding rate atau video dikarenakan tingginya kanopi pohon dan individu berada di puncak tajuk
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T11:09:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T11:16:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Nyato puntik
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T11:25:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T11:31:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,Karandau
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T11:42:00Z,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-28,Pribon,"Rahadi, Herman, Rama",NN,Ewat,2025-01-28T05:11:00Z,2025-01-28T05:27:00Z,2,2025-01-28T11:52:00Z,R,NA,NA,NA,NA,NA,atas,NA,NA,NA,NA,NA,"Mangkinang blawau, Cuaca mendung kembali"
